final_text,Sentiment,label
latin america currently account approximately 40 % sale finnish bssoss va supplier telecom operator tecnotree company president ceo eero mertano told bnamericas,neutral,1
result expected late 2006,neutral,1
payment 2779 million litas interest longterm loan provided ragutis ' majority shareholder estonia 's le coq also added loss,negative,0
brokerage said 2006 seen true turning point ' european steel base price better pricing seen carrying second quarter 2006,positive,2
company 410 employee annual turnover eur65 4 vaahto group listed nordic exchange helsinki,neutral,1
update 1bp shareholder back disclosure climate change risk,neutral,1
dixons carphone profit boost strong sale,positive,2
pentikñinen emphasis internet content medium house provide free forever,neutral,1
company design manufacture market highquality clothing interior decoration textile bag accessory,neutral,1
planned facility estimated cost around $ 814 million would largest biodiesel plant world use palm oil certified roundtable sustainable palm oil rspo,positive,2
according announcement helsinki stock exchange share sentera shall delisted nmlist helsinki stock exchange accordingly,neutral,1
amazon declares 'best ever ' black friday cyber monday kindle family httpstkscocetw via engadget $ amzn,positive,2
report emailed within 2 business day order,neutral,1
maximum grade veneer yield calculated based dimension grade veneer product well iterating place peeling ax simulating peeling process,neutral,1
operating profit excluding nonrecurring item totaled eur 54 mn compared eur 55 mn corresponding period 2007,negative,0
adjusted change group structure division 's net sale increased 17 %,positive,2
said contract estimated contribute eur150m net sale 2010,positive,2
saltwaternurse $ ino test 10 next day time take profit hedge put,negative,0
operating profit sale threemonth period increased respectively eur0 3 eur13 1 compared corresponding period 2005,positive,2
stockmann department store total floor space 8000 square metre stockmann 's investment project price tag eur 12 million,neutral,1
company 's previous estimate lower revenue yearago eur 939 million,negative,0
$ aapl big seems falling towards 530,negative,0
sale finalized september october company said,neutral,1
finnish technology company raute corporation omx helsinki rutav issued tuesday 23 september profit warning financial year 2008,neutral,1
following acquisition panostaja establish new business unit focus heat treatment metal,neutral,1
company also said sell approximately 150 hectare land city valkeakoski end year part job job `` program,neutral,1
royal mail chairman donald brydon set step,negative,0
profit tax totaled eur 121 mn,neutral,1
total investment 2006 2007 expected amount eur75m,neutral,1
manavigatorseptember 7 2010kemira unveils indian jv ivrcl finnish chemical group kemira hel kra1v tuesday announced inked deal form joint venture india local construction firm ivrcl infrastructure project ltd bom 530773,positive,2
master business administration mba,neutral,1
$ p bull flag daily earnings table tomorrow 12 movewill straddle one earningslots vol guaranteed,positive,2
$ gpro 25 % since tue morning,negative,0
$ aapl httpstksco1ldx clearing descending trend line buy area,positive,2
cymed 's net sale expected amount eur 35 mn 2006,neutral,1
executive said country brazil chile argentina mexico lead adoption business ethernet service segment brazil mexico early adopter carrier ethernet mobile backhaul,neutral,1
company reported today operating loss eur0 1 net sale eur4 5 first quarter 2008,negative,0
m laakso responsible hkscan 's hr function development group smarket area,neutral,1
2007 etteplan reported turnover eur125 2,neutral,1
julyseptember 2009 konecranes ' sale decreased eur 3687 mn eur 5204 mn julyseptember 2008,negative,0
luleñ municipality awarded yit 2year contract property management one third municipality 's property total area 140000 sq metre,positive,2
bullya pollux654321 50 $ kor 80 call going b blessing daughter tuition,positive,2
$ siga bid reargument denied judge,negative,0
basware finance acquisition bank loan,neutral,1
business unit investlesprom group cover full forest industry chain group owns forest sawmill paper pulp mill processing plant,neutral,1
scope project find costefficient method phosphorous removal deliver storing dosing equipment used continuous operation plant,neutral,1
value order eur 25 mn,neutral,1
taking marimekko distinctly significant scale,neutral,1
$ isr isoray 6 % high volume httpstkscoifpo biotech,positive,2
1nvestor $ soda 4271 % float short lol httpstkscoe0dfp,negative,0
$ crus upgraded buy alpha street research,positive,2
pershare subscription price share subscribed option right eur 135,neutral,1
acquisition panostaja oyj expands business area specialising digital printing,positive,2
$ aapl resistance right heresold shareswill buy back dip go 128 gap zone,negative,0
finnish company building 800000 mtyear biodiesel plant singapore,neutral,1
companiesab inbev signal wo n't go hostile sabmiller,positive,2
department store division 's sale fell 86 % eur 1402 mn,negative,0
academic claim google android twofactor authentication breakable security authentication hacking $ goog httpstconjx4mnrglo,negative,0
14000 customer left powerless,negative,0
finnish steel maker rautaruukki oyj hel rtrks ruukki said today net loss contracted eur 49 million usd 682 first nine month 2010 eur 229 million period year ago,positive,2
according atrium 's president ceo matti tikkakoski company 's swedish operation significantly improved first quarter,positive,2
standardised service met positive reception among customer well itella,positive,2
generated operating loss eur 963 mn profit eur 439 mn,negative,0
homebuilder $ ryl breaking support watch one $ spy,negative,0
building home improvement trade sale decreased 225 % eur 2014 mn,negative,0
$ cndo 21 % short float short likely take profit close,negative,0
number bodily injury case quadrupled 20002006,neutral,1
persimmon share price climb 23 % rise fullyear revenue,positive,2
company plan increase unit 's specialist staff several dozen depending market situation 2010,neutral,1
companiesab inbev signal wo n't go hostile sabmiller,positive,2
consumer well received packed fresh meat,positive,2
x mark recall tesla recall modelx faulty 3rd row seat httpstcohsqdovry07 $ tsla httpstco4cs3cnzebb,negative,0
capital structure solidium may complemented financial instrument future,neutral,1
rautalinko resposnible also mobility service job division continued marek hintze,neutral,1
kone 's net sale rose 14 % yearonyear first nine month 2008,positive,2
$ jd 20 % afterhour market anyone care explain,negative,0
original patent filed finland application,neutral,1
operating profit threemonth period increased eur1 2 revenue increased eur20 2 compared corresponding period 2005,positive,2
industry coming interesting fork road handset manufacturer wireless carrier attempt serve portal webbased service wireless handset `` wrote,neutral,1
saudi aramco shell plan break motiva divide asset,negative,0
approximately sek 166 million repayment demanded overcharging stockholm area remaining sek 87 million taken western coast inspectorate said,neutral,1
aim ceo 's qa session give clarity information made public already earlier,neutral,1
repeat see 2008 operating profit yy reporting helsinki newsroom keywords tecnomenresults,negative,0
rt jan $ arna n't think buyout rumor strong enough driving yetwhen may fly like aapl fly high,neutral,1
55 worker àmñl affected closedown,negative,0
26 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v lt said today net profit declined eur20 9 first nine month 2010 eur27 6 period year earlier,negative,0
number bodily injury case quadrupled 20002006,negative,0
nordea see return positive growth baltic country 2011,positive,2
restriction apply statutory dividend,neutral,1
$ trx httpstksco1kkk long setup macd cross,positive,2
adp news may 29 2009 bank america bofa downgraded today rating swedishfinnish paper maker stora enso oyj hel sterv finnish sector player upmkymmene oyj hel upm1v underperf,negative,0
air traffic finland stoppage since,neutral,1
peer peugeot fell 081 pct sale rose 63 pct period last year,neutral,1
sale boost new morrison chief david potts tesco turnaround stall,negative,0
company recorded revenue e658 1 million fiscal year ended december 2007 increase 23 % 2006,positive,2
finnish sampo bank danish danske bank group report profit tax eur 1523 mn 2010 eur 327 mn 2009,positive,2
however shortterm rental becoming popular,neutral,1
sale seppala diminished 6 per cent,negative,0
elsewhere tendency towards developed packaging,neutral,1
$ tsla yeah let go 230s lol,negative,0
outotec headquartered espoo finland leading provider process solution technology service mining metallurgical industry,neutral,1
creating interface similar interaction real world enable experience natural intuitive way modern game movie immersive use realistic 3d graphic,neutral,1
two company also partner developing raiso 's cholesterol lowering brand benecol,positive,2
layoff affect 240 people total 320 okmetic employee finland,neutral,1
helsinki afx outokumpu technology said signed 35 mln eur agreement mongolia 's erdenet mining corporation engineering first hydrocopper plant built erdenet mine site,positive,2
$ gevo plunging back $ 355,negative,0
eur 1524 mn net interest income,neutral,1
companiesnew aggreko ceo reshape business strip cost,positive,2
trend sport leisure market favorable first month year,positive,2
astrazeneca share price acerta deal pay orphan drug status,positive,2
easyjet lead britain 's ftse lower global bond rout resume,negative,0
$ tsla recall model x httpstcob7izya4bue,negative,0
rationalization operation seek achieve eur 1 million yearly saving second quarter current financial year,positive,2
fiscal year ending september 30 2009 revenue customer $ 10012 million around 110 % transportation group 's revenue,neutral,1
maggie ramsey 's wait thousand oregon washington guide angler others flock frequent seminar nearly,neutral,1
estonia 's agriculture minister helirvaldor seeder finland twoday visit course meet finnish counterpart sirkkaliisa anttila,neutral,1
london stock exchange seal â22 billion merger germany 's deutsche bãrse,positive,2
operating profit fell eur 151 mn eur 246 mn 2006,neutral,1
tekla structure product box needed made recycled material,neutral,1
pulp production finnish kemijñrvi also liquidated 1100 employee loose job,negative,0
astrazeneca sell caprelsa right sanofi unit,positive,2
tesco lead ftse higher clubcard bid report,positive,2
tikkurila inspires color life,neutral,1
sabmiller buy meantime quench thirst craft beer,positive,2
tesla motor recall 2700 model x suv httpstcobfws3dbm0u $ tsla,negative,0
based 2005 calendar year combined company eur15 8 bn pro forma annual revenue expected start operation 60000 employee,neutral,1
net profit three month march 31 fell x20ac 103 million u $ 165 million x20ac 131 million year earlier finnish company said,negative,0
scanfil issued profit warning 10 april 2006,negative,0
finnair said cancellation flight would cause daily loss x20ac 25 million u $ 3 million,negative,0
$ rxii tang really toxic keep bringing share price least could let climb little dragging,negative,0
wñrtsilñ 's solution selected low fuel consumption environmentally sound technology global service support,positive,2
aldata solution global company engaged supplier consumer business process optimization announced detail dollar dinosaur program,neutral,1
copyright afx news afx financial news logo registered trademark afx news limited,neutral,1
net sale dropped 6 % yearonyear eur 119 million,negative,0
agj recorded eur 43 mln sale 2006 generated export customer western europe statement said,neutral,1
finnair 's passenger load factor measure number sold seat share available seat dropped 13 percentage point 767 % september,negative,0
commencing construction work pearl plaza significant step russian project,positive,2
current reference grade instrument challenging operate due high price complexity routine use,negative,0
$ rcon upside today thing severe low float catalyst guy run,positive,2
qualcomm estimated firstquarter profit 46 50 cent share excluding certain item analyst estimate 61 cent share,neutral,1
arm slammed handset sale outlook,negative,0
hobby hall 's sale decrease 26 pct due implementing new information system involved changing principal posting sale,neutral,1
johnson matthey rev clean air drive,positive,2
test part larger campaign includes various customer trial demonstration make lte 800 mhz commercially viable summer `` nokia siemens head lte business line reino tammela said,neutral,1
finnish bank àland àlandsbanken issued profit warning,neutral,1
costco premier retail dividend play httpstcofa5cnh2t0t $ cost,positive,2
think $ fm challendge 200ema distant future look yesterday 's volume,positive,2
potential defect thirdrow seat belt tesla motor recall 2700 model x suv $ tsla httpstcoyvydncdndi,negative,0
investment worth approximately eur 100mn,neutral,1
operating loss totaled eur 25mn compared profit eur 63mn corresponding period 2005,neutral,1
sale tiimari segment fell 40 % yearonyear eur3 3 june 2010,negative,0
also 77 pct 12month volume weighted average price stock,positive,2
$ googl short 740 upper bb overbought,negative,0
lithuania operating profit rose eur 190000 eur 70000 corresponding period 2005,positive,2
$ trip maintains neutral rating jp morgan pt cut $ 61 $ 66,neutral,1
also upset machinery work taken poland,negative,0
finnish plumbing heating system supplier uponor 's net sale continuing business operation decreased eur 2491 mn julyseptember 2008 compared eur 2621 mn third quarter 2007,negative,0
finnish suominen corporation specialises wet wipe nonwovens flexible packaging report net sale eur 441 mn second quarter 2010 eur 433 mn second quarter 2009,positive,2
apple expected launch new iphone ipad today $ aapl httpstcoxfnicwebeg,positive,2
reported operating margin negative 59 %,negative,0
result tax decreased nearly eur 145 mn compared nearly eur 20mn previous accounting period,negative,0
concern remain longer term size scale may enable nokia hold newfound margin improvement near term `` analyst wrote,positive,2
$ cndo 21 % short float short likely take profit close,negative,0
$ nflx say 's time short point,negative,0
bae system 's sale boosted european typhoon currency,positive,2
micron share pounded fear loss business apple stifel defends $ aapl $ mu httpstkscot1z8t marjo,negative,0
finnair 's passenger load factor measure number sold seat share available seat dropped 13 percentage point 767 % september,neutral,1
finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported thursday 30 october operating profit eur7 4 januaryseptember 2008 eur6 1 corresponding period 2007,positive,2
eu commission said earlier fined thyssenkrupp united technology corp 's otis schindler ag kone oyj total 9923 mln eur alleged cartel activity lift market going back twelve year,neutral,1
external net sale printing business fell 437 % partly due termination printing contract ilkkayhtyma 's printing house iprint oy sector player hs medium ab december 2009 fall printing price,negative,0
majority company 's personnel finland temporarily laid one six week period february june 2009 period,negative,0
helsinki 19 may 2010 finnish company lemminkainen oyj hel lem1s said today construct office building toolonlahti downtown helsinki without disclosing financial detail,neutral,1
group 's revenue 2009 amounted eur 70 million company currently employ approximately 780 people,neutral,1
store 16 march 2010 finnish stationery gift retailer tiimari hel tii1v said yesterday cut total 28 job unit tiimari retail ltd gallerix finland ltd result closure shop,negative,0
saltwaternurse $ ino test 10 next day time take profit hedge put,negative,0
hñkan dahlstrâm head mobility service teliasonera forecast mobile data volume teliasonera network sweden rise eightfold 200000 tb 2014,positive,2
sponda plan renovate old real estate develop new property,neutral,1
however growth margin slowed due financial crisis,negative,0
group 's loyal customer magazine yhteishyvñ came second 1629000 reader sanoma corporation 's daily newspaper helsingin sanomat third 1097000 reader,neutral,1
loss period totalled eur 156 mn compared profit eur 63 mn 2008,negative,0
japan 's asahi submit bid next week sabmiller 's grolsch peroni yomiuri,positive,2
auburn 's sale 2007 cad 41 million approximately eur 27 million company employ 150 people,neutral,1
tesla motor recall 2700 model x suv $ tsla httpstcof55dx4aegi,negative,0
uk 's ftse worst day far 2015 bg prudential fall,negative,0
also strengthen existing partnership cybercom `` say teleste cto esko myllyla,positive,2
company still expects turnover 2010 slightly increase level 2009 adding market predictability still poor trustworthy forecast market development contract manufacturing business current year ``,positive,2
proud welcome another distribution facility north mississippi region known logistics center united state `` said gray swoope executive director mda,positive,2
morrison finance chief fill gap ceo leaf early,negative,0
finnish mreal 's kyro mill starting negotiation cut staff,negative,0
hammerson jv partner secure ownership ireland 's dundrum quick fact,positive,2
outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,neutral,1
light curfew curl latest bestseller treat eye perfect reading light luceplan,neutral,1
neste shipping likely remain finnish oil sector transport significant emergency supply,neutral,1
sale lead pretax capital gain eur 22 million finnish company 2011,positive,2
astrazeneca buy z pharma $ 27 billion,positive,2
finnish property investor sponda said agreed 100 mln eur fiveyear mln credit facility swedbank 50 mln eur sevenyear facility oko bank,neutral,1
group 's order portfolio decreased eur 429 mn 92007 eur 333 mn 22008,neutral,1
delivery scheduled summer autumn 2008,neutral,1
tornio work employ 2300 1800 scope fixedperiod parttime temporary layoff apriloctober period,negative,0
amanda capital investment 22 private equity fund 200 unquoted company mainly europe,neutral,1
corresponding increase share capital eur422 754 entered trade register today,neutral,1
narrow eur2 8 9mo '09 29 october 2009 finnish software hardware developer elektrobit oyj hel ebg1v eb said today net loss narrowed eur2 8 first nine month 2009 eur35 6 period year ago,positive,2
glencore slump 30 percent debt fear grow,negative,0
astrazeneca profit sale stalwart fade,negative,0
music provided major international regional label including universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum record leading content aggregator orchard well thousand independent label,neutral,1
aspocomp large factory china factory building project india halted due financing problem,negative,0
company said sale three month end march slid eur86 4 u $ 1134 eur91 2 last year,negative,0
$ aapl resistance right heresold shareswill buy back dip go 128 gap zone,negative,0
$ free ha heeeeeere come pump glad picked 9k end day get ready bull ride,positive,2
helsinki thomson financial kone said four order saudi arabia united arab emirate qatar worth 40 mln eur,positive,2
finnish electronics contract manufacturer scanfil report net sale eur 589 mn second quarter 2007 eur 624 mn year earlier,neutral,1
sainsbury 's asda tesco morrison cut petrol price oil fall,negative,0
employee also better prepared answer call since already detailed information caller answer phone ``,positive,2
would like see changed nokia 's next attempt,neutral,1
finnish meat company atrium longer promise sufficient amount domestic beef customer,negative,0
upm stock fell 3 percent euro 1249 $ 1724 early afternoon trading helsinki,negative,0
finnish sport equipment company amer sport said decided lay 370 worker salomon division france,negative,0
new policy also aimed making company profitable competitive,positive,2
employee also better prepared answer call since already detailed information caller answer phone ``,positive,2
external net sale printing business fell 437 % partly due termination printing contract ilkkayhtyma 's printing house iprint oy sector player hs medium ab december 2009 fall printing price,negative,0
first nine month 2010 company 's net loss narrowed eur415 000 eur7 4 corresponding period 2009,positive,2
market data analytics derived primary secondary research,neutral,1
stichting pensioenfonds abp 4 118 122 share representing 519 % share capital voting right,neutral,1
time delighted fact able accomplish organization team member,positive,2
total value project eur53m including plot transferred atrium,neutral,1
stora enso 's target cut eur 485 eur 555 holmen 's target sek 135 sek 150,negative,0
1 february 2011 finnish textile clothing company marimekko oyj hel mmo1v said today preliminary operating profit grew eur8 2 2010 eur6 3 2009,positive,2
$ bbry actually lost 03c per share u incl vz debt 31 cash,negative,0
reduction notice applied 17 people,negative,0
according finnish fim bank alpro 's price would around eur 100mn150mn,neutral,1
far company awarded $ 350000 worth tool material,neutral,1
n't see 200 day sma big hurdle good base building $ nflx httpstcoimkygo2cyc,positive,2
operating profit sale threemonth period increased respectively eur0 3 eur13 1 compared corresponding period 2005,positive,2
business sector building construction infrastructure construction technical building service,neutral,1
infection worry prompt regulatory review gilead leukaemia drug $ gild httpstcoh9vqxpz15g via yahoofinance,negative,0
thus group 's balance sheet eur 258 million goodwill company added,neutral,1
alma medium 's operating profit amounted eur 119 mn eur 150 mn year earlier,neutral,1
$ aapl beat estimate still go lack new product httpstcosx3z7u6n8o,negative,0
new unit built cargotec 's state art manufacturing facility san antonio texas usa started operation 2009,neutral,1
reduction notice applied 17 people,negative,0
dirk jones head financial institution client sale management gts citigroup inc said citi extremely pleased providing global custody service pohjola group bank,positive,2
januarynovember 2009 group 's sale totalled eur 78017 mn drop 126 % period 2008,negative,0
therefore company 's 2005 result remain weaker 2004,negative,0
earnings per share januaryjune 2010 eur0 30 increase 20 % yearonyear eur0 25,positive,2
finnair belief strike cause daily net loss excess eur 2mn due canceled reservation passenger rerouting,negative,0
unit planned operational second half 2007 full stream 2008,neutral,1
relation city damaged comment mr ashley criticising city investor analyst cry baby ``,negative,0
according swedish authority trace toxic osmium tetroxide found coast perñmeri northernmost part gulf bothnia,neutral,1
restructuring upm 's average paper machine capacity europe 320000 ton 350000 short ton coated magazine paper 420000 ton 460000 short ton coated fine paper,neutral,1
sanofi poaches astrazeneca scientist new research head,neutral,1
thanksto improvement demand adjustment made theutilization rate cramo 's fleet substantiallyimproved ``,positive,2
uncertainty cloud longterm outlook ``,negative,0
deal process crane russian steel mill pntz pervorouralsky order placed turkish construction company gama endustri tesisleri imalat montaj,neutral,1
shell 's $ 70 billion bg deal meet shareholder skepticism,negative,0
aspocomp intends set plant manufacture printed circuit board investment rs310 crore,neutral,1
company continued development fully human antibody vap1 antibody program,neutral,1
$ mxwl oh snap went long lt,positive,2
metso 's delivery include complete coated board line related air system two winder,neutral,1
staff recruited japan complement network close 50 service location 20 country worldwide,positive,2
tesco share jump 6 % christmas sale beat expectation,positive,2
however company saw net profit third quarter eur1 4 eur1 5 corresponding period 2009,negative,0
however production almost entirely labor intensive based small investment,neutral,1
okmetic used furnace contract manufacturing solar crystal,neutral,1
bawag issue benchmark covered deal,neutral,1
tightened competition situation production automation market affected net sale 2006 cencorp said,negative,0
$ spy tomorrow party time bear $ goog $ msft 55 %,negative,0
$ hlf short made killing last couple day might make cover buy back,negative,0
order valued usd12 2,neutral,1
implementation project carried finnish company yit association investment fund evli property investment russia epi,neutral,1
segment annual revenue approximately eur400m company said,neutral,1
stake high astrazeneca heart drug facing tough competition,negative,0
$ awr standard poor 's affirms ' ' credit rating american state water company golden state water company httpstkscof2p94,positive,2
capacity ease seikku sawmill pori alholma sawmill pietarsaari result 60 people laid around six week starting midmay said,negative,0
dirk jones head financial institution client sale management gts citigroup inc said citi extremely pleased providing global custody service pohjola group bank,positive,2
drugmaker shire buy baxalta $ 32 billion 6month pursuit,positive,2
poyry recognized one world 's leading advisor global forestry industry,positive,2
company confirmed estimate lower revenue whole 2009 yearago eur93 9 given interim report 5 august 2009,negative,0
furthermore efficiency improvement measure initiated earlier bearing fruit `` ceo jan lang said,positive,2
typically transmission power level decreased interference noise predefined value,neutral,1
trend sport leisure market favorable first month year,positive,2
broker repeated buy ' rating based expectation current restructuring lead clear improvement performance europe 2007,positive,2
sale rose 10 pct 566 mln eur back strong volume favourable currency effect,positive,2
2007 contempus generated revenue nok 693 approx,neutral,1
rollsroyce win $ 92 billion order emirate airline,positive,2
addition fireplace export demand lining stone exceeded level earlier part year continue clearly brisker remainder year,positive,2
finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale totalled eur 947 mn first half 2010 eur 995 mn first half 2009,neutral,1
emerging market raisio chosen enter far marked relatively low per caput food consumption,neutral,1
$ aapl nibbling small long via 525 buying 13min chart,positive,2
company 's annual loss amounted eek 18mn compared profit eek 73 mn 2008,negative,0
rt stocktwits rt fallondpicks breadth consolidates week steady gainsadvances mkt breadth slowe httpstksco2trg $ qqq,negative,0
profit period eur 59 mn eur 13 mn,positive,2
cutting number plant group trim fixed cost,positive,2
honkarakenne also decided yesterday sell 88500 bseries share key staff member eur 290 per share,neutral,1
jarmo honkamaa head oil refining business neste oil say situation look promising viewpoint,positive,2
sainsbury 's asda tesco morrison cut petrol price oil fall,negative,0
u sanction put gazpromshell alliance plan jeopardy,negative,0
moreover konecranes kito intend transfer hoist distribution business konecranes ' japanese joint venture mhs konecranes kito,neutral,1
exact exas flagged strong high volume $ exas httpstkscor26ra,positive,2
$ aapl price momentum weakening going close,negative,0
$ bobe $ 284 premarket,negative,0
shire share price pressure $ 32bn baxalta deal,negative,0
2006 kone received order aker yard supply 43 customised elevator first genesis cruise ship scheduled completed 2009,positive,2
finnish operator elisa aker yard signed longterm service deal elisa deliver necessary voice data service aker yard finland,positive,2
according arokarhu purchase scanned cash register computer disappeared total sum key pressed,negative,0
$ nugt gold 1400wow,positive,2
finland oppohjola 's staff union boycotting group 's insurance sale task company refused take sale insurance account determining wage,neutral,1
mr lee said hoped neste 's move pave way collaboration project two country ',positive,2
$ aapl aapl gundlach slam ipad mini see downside $ 425 httpstkscobdqv,negative,0
fiskars also engaged global supply marine energy equipment solution service associated company wartsila corporation,neutral,1
$ wac trade continuing nicely yesterday almost $ 3 yesterday entry deal pricing tonight looking strong $ spy,positive,2
total 165 mn passenger ship journey took place northern baltic sea 2007 slightly 165 mn 2006,negative,0
$ twtr doomed 1 chart $ fb $ goog httpstcompylireqjh httpstconlczawdohp,neutral,1
china based operation enable u fully leverage resource expertise wireless solution also strengthen capability offer industryleading product customer china ``,positive,2
fastenal miss $ 001 miss revenue $ fast nyse httpstco63jhq7pwmn,negative,0
company able keep market position,positive,2
synergy benefit start materialise second quarter,positive,2
time sale development russia boosted opening stockmann nevsky centre st petersburg,positive,2
$ kcg bot 224,positive,2
period 's sale dropped eur 306 million eur 383 million according interim report released today,negative,0
finnish bank àland report operating profit rose eur 213 mn second quarter 2009 eur 61 mn corresponding period 2008,positive,2
tesco abandon videostreaming ambition blinkbox sale,negative,0
$ chrm loooooongggggg base,positive,2
hayward califbased target design active casual dress footwear well boot sandal,neutral,1
project 2 x 600 mw coalfired power plant located 420 km south hanoi company said,neutral,1
net sale fell 33 % third quarter 2008 eur 1305 mn,negative,0
supreme court upholds $ 236 million jury award exxonmobil,negative,0
$ aapl httpstksco1ldx clearing descending trend line buy area,positive,2
oka specialises new construction renovation work residential nonresidential building well premise industrial logistical use,neutral,1
gross area eight house 12167 m2,neutral,1
helsinki afx cramo said agreed sell cramo nederland bv cnl dutch machinery equipment rental unit jaston groep undisclosed sum,neutral,1
finnish geosentric 's net sale decreased eur 939000 januarymarch 2009,negative,0
new sepa cad replace finnish bank card,neutral,1
apart nordea also ergo competing position among top three pension fund provider estonia,neutral,1
$ amrn 's accumulating think buy hold peace go todaytomorrow,positive,2
easyjet lead britain 's ftse lower global bond rout resume,negative,0
technopolis st petersburg government signed cooperation memorandum october 2005 set technopark neudorf production zone village strelny st petersburg suburb,positive,2
diluted earnings per share eps rose eur 052 versus eur 009,positive,2
notable gainer among liquid option name morning include $ stx 70 % $ nem 46 % $ wdc 42 % $ x 41 % $ gme 34 %,positive,2
board director also proposed dividend eur0 20 per outstanding share paid,neutral,1
$ tsla upgraded buy argus w $ 333 pt 'd almost think 100pt run 5 week would sell signal,positive,2
finnish swedish construction market still experiencing estimated 4 % annual growth 2008,positive,2
operating profit margin 83 % compared 118 % year earlier,neutral,1
espn file lawsuit verizon httpstkscoi2cj1 $ vz,negative,0
nokia also negotiating product portfolio new company,neutral,1
earnings per share eps amounted eur0 03 loss eur0 08,positive,2
case effect would negative finland,negative,0
$ tsla see downside next two week careful 20 dollar drop potential v 10 moved,negative,0
crh add cr laurence acquisition tally $ 13bn,positive,2
time profit company increased 10 % h1 reached l 79000,positive,2
ab inbev approach sabmiller explore $ 250bn tieup,positive,2
23 april 2010 finnish construction engineering company outotec oyj hel ote1v said today slipped net loss eur7 3 first quarter 2010 net profit eur12 5 corresponding period last year,neutral,1
ab inbev sell sab asset seek eu deal approval,neutral,1
pearl plaza llc joint venture srv shanghai industrial investment holding co ltd concluded investment decision construction first phase shopping center saint petersburg russia,positive,2
operating profit totaled eur 38 mn eur 45 mn corresponding period 2005,negative,0
strategic cooperation rentakran brings u new customer alreadyworking relationship authority new territory ' said jarmo laasanen senior manager cramo,positive,2
operating loss totalled eur 40 mn compared profit eur 86 mn second quarter 2008,negative,0
facebook 's user engagement falling httpstcotqmmt7n16x $ fb httpstcosedqrwgdkt,negative,0
small investor voiced fear share end risk investor,negative,0
elite residence tower new development tameer located heart dubai marina,neutral,1
finnish aluminium product manufacturer nordic aluminium plc omx helsinki noa1v reported monday 18 august operating profit eur7 9 net sale eur55 2 period januaryjune 2008,neutral,1
x mark recall tesla recall modelx faulty 3rd row seat httpstcohsqdovry07 $ tsla httpstco4cs3cnzebb,negative,0
$ ssys retested low rise steadily hit $ 81 21 trading day ago $ 13086 sept 18 'll,positive,2
q2 2009 profit tax amounted eur 136 mn eur 268 mn q2 2008,negative,0
tesla model delivery 35 % germany record delivery march chart httpstcoycnclcbimv $ tsla,positive,2
$ xlf httpstksco1kj9 bounced target buy area bought $ skf hedge watch 50ma 's slope,negative,0
earlier today geberit 's finnish rival uponor oyj cut fullyear sale growth forecast 6 pct 10 pct blaming tough condition germany u well currency factor,negative,0
latvia 's stockmann shopping mall subsidiary finland 's stockmann plc,neutral,1
$ uup major resistance right go much higher break may take several attempt day week,positive,2
$ sbux heading 200dma certain doom hold,negative,0
according nordic financial group nordea 's analyst sami sarkamies make nokia 's portfolio competitive,positive,2
priceline 's stock jump new high year barclays upgrade,positive,2
value order eur 700000,neutral,1
sanoma news ' advertising sale decreased 22 % year,negative,0
steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand product customer find increasingly difficult fund operation,neutral,1
bank vtb24 provides mortgage loan buy apartment complex 1113 % per annum ruble,neutral,1
order also includes startup commissioning service,neutral,1
release company said vocollect t2 customer north america take advantage voice directed warehousing solution increase warehouse efficiency productivity gain discounted price,positive,2
company 's market share continued increase,positive,2
stock hit profit warning finnish rival rautaruukki oyj omx rtrks,negative,0
joint venture invest eur 500000 production technology straight away,neutral,1
telecomworldwire7 april 2006tj group plc sell stake morning digital design oy finnish company tj group plc said friday 7 april signed agreement selling share morning digital design oy edita oyj,positive,2
q2 2010 consolidated earnings tax totaled eur4 5 compared eur3 9 net profit eur3 2 compared eur2 9 previous year,positive,2
aviva mg suspend property fund investor panic,negative,0
furthermore sale new passenger car light commercial vehicle country declined 54 % yearonyear last month,negative,0
rptold mutual q1 gross sale beat forecast 18 pct,positive,2
$ kndi break hod volume nice consolidation completed another run,positive,2
profit period totalled eur 08 mn eur 11 mn corresponding period 2008,negative,0
combined company proforma net sale 140 mln euro $ 1889 mln operating profit 13 mln euro $ 175 mln 2006,neutral,1
restructuring creates efficient organization increased operational focus stable profitability lead efficient production said bo annvik head specialty stainless,positive,2
hammerson jv partner secure ownership ireland 's dundrum quick fact,positive,2
lithuanian beer maker sold 25688 million liter beer 2005 rise 45 per cent yearearlier figure 24592 million liter,positive,2
upm stock fell 3 percent euro 1249 $ 1724 early afternoon trading helsinki,negative,0
itv pursue takeover canada 's entertainment one bloomberg,positive,2
construction project scheduled start second quarter 2009 new building scheduled place end 2010,neutral,1
$ rnn bleeding monday,negative,0
dolce gabbana asked european union declare marimekko corporation 's unikko `` floral pattern trademark invalid continuing dispute two company,neutral,1
reduction notice applied 17 people,negative,0
investment investment activity communication relates available relevant person engaged relevant person,neutral,1
