final_text,Sentiment
operating loss totalled eur 03 mn profit eur 51 mn first half 2009,negative
operating profit totalled eur 90 mn eur 97 mn first half 2008,neutral
$ rnn bleeding monday,negative
nordstjernan make offer approximately one month september 2007,neutral
mr galvan made saving adjustment buying less liquor watching portion size,neutral
party agreed disclose price deal group said press release,neutral
alexandria va march 15 jaakko vilo turku finland developed panel press,neutral
liquid handling product include electronic mechanical pipette disposable tip well pipette maintenance calibration service research institution healthcare industrial laboratory,neutral
antniemi refuted report finnish daily turun sanomat company reorganizing operation baltic country,neutral
pnc goldman sachs receive dividend hike green light n't act httpstksco2pa7 $ pnc $ g,positive
following payment made april company total eur 230 million loan financial institution,neutral
company 20000 sq office commercial building substantial amount building right new shopping center liljeholmen stockholm,neutral
profit period increased eur 29 mn eur 105 mn,positive
$ qihu totally missed one jump 60 break test n't congrats short,negative
utility also provide service related electricity management hedging trade risk management reporting,neutral
$ ko missed earnings expectation last two quarter today strong result came major surprise httpstkscod0rhf,positive
latvia 's stockmann shopping mall subsidiary finland 's stockmann plc,neutral
finnish investment group neomarkka oyj hel nembv said today buy former production facility kuitu finland ltd part negotiation option invest specialty cellulose fiber business,neutral
januaryseptember 2007 group 's net sale continuing operation rose eur 2131 mn eur 1726 mn corresponding period 2006,positive
simultaneously merger plan another merger plan signed according suomen projektivuokraus oy subsidiary vtmrakennuskonevuokraamo oy would merged vtmrakennuskonevuokraamo oy,neutral
finnish electronics contract manufacturer scanfil report net sale eur 589 mn second quarter 2007 eur 624 mn year earlier,neutral
beyond improved voice capability customer streamlined way comply recall traceability requirement providing competitive advantage,positive
correctedshire buy dyax $ 59 bln,positive
also includes installation new equipment training startup service well service work shoe press delivered vaahto 2001,neutral
nokia also negotiating product portfolio new company,neutral
glencore slump 30 percent debt fear grow,negative
value order eur 4mn,neutral
company said agreed eur160m unsecured credit line lender,neutral
agreement cover monitoring maintenance server capacity service backup oneyear extension option,neutral
$ bbry sierra great cash balance impressive growth ratewould wonderful marriage,positive
profit tax period eur0 9 eur0 01 last year,positive
oka specialises new construction renovation work residential nonresidential building well premise industrial logistical use,neutral
neste oil refinery combined crude oil refining capacity approximately 260000 barrel day,neutral
net sale decreased eur 498 million eur 599 million,neutral
2007 etteplan turnover eur125 2,neutral
pretax profit rose eur 06 mn eur 04 mn corresponding period 2005,positive
net sale finnish sanoma learning literature finnish medium group sanoma decreased 36 % januaryjune 2009 totalling eur 1628 mn eur 1688 mn corresponding period 2008,neutral
size cider bottle remain unchanged,neutral
finlan 's listed food industry company hkscan group controlled company baltic improved revenue eur 35 mn eur 1604 mn 2010 eur 1569 mn year,positive
revenue quarter fell 8 percent euro 24 billion compared year earlier,negative
ebit excluding nonrecurring item estimated increase 2009,positive
think,neutral
keith skeoch step david nish quits chief executive standard life,neutral
upgrade intended raise network capacity 450 mhz 630 mhz several city enabling bidirectional service digital television well broadband data,positive
financial detail provided,neutral
tesco share price tumble negative broker note,negative
according finnish lñnnen tehtaat 's ceo matti karppinen lñnnen tehtaat sold majority feed grain business quickly start look acquisition,neutral
finnish consultancy satama interactive oyj said november 13 2006 jarmo lonnfors took position ceo,neutral
according company layoff temporary,neutral
cargo traffic fell 1 % yearonyear 8561 tonne september 2009,neutral
rihko started manage raisio 's benecol business summer 2006 heading tobacco company altadis ' european operation,neutral
financial statement interim report released around 900 finnish time given date,neutral
company supposed deliver machinery veneer mill tomsk region russia,neutral
building home improvement trade net sale totalled eur 1173 mn eur 1566 mn year earlier,negative
talk involved food ingredient division well group service function company said,neutral
lloyd banking group 's share price lift amid report bank poised axe hundred uk job,positive
outokumpu finland stainless steel manufacturer plan enter supply agreement indian railway,positive
shire share price pressure $ 32bn baxalta deal,negative
however expects bank provide alternative financing,positive
would premature talk date volume investment procedure `` said,neutral
russian government contribute 20 % necessary fund said,neutral
position pursue novel clinical candidate going forward ``,positive
cymed 's net sale expected amount eur 35 mn 2006,neutral
operating profit decreased nearly eur 17 mn however,negative
following acquisition panostaja establish new business unit focus heat treatment metal,neutral
finland 's neste oil awarded chemical industry federation finland 's innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat,positive
finnish paint company acquired remaining 49 pct ukraine 's lgu undisclosed sum,neutral
atrium also buy share kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse propertyfrom itikka cooperative,neutral
term acquisition disclosed,neutral
combined basware enterprise purchase pay portfolio provides high level automation procurement invoice workflow,neutral
company generates net sale 600 mln euro $ 7755 mln annually employ 6000,neutral
rsa insurance hire towergate 's egan chief financial officer,neutral
via move company aim annual saving eur 3 million usd 43 main part expected realized year,positive
however bottomline result improved thanks positive financial item,positive
$ nflx 3 % low,positive
nyse owner ice may gatecrash deutsche boerselse merger,negative
ahlstrom headquartered helsinki finland global leader development manufacture marketing high performance fibrebased material,neutral
$ dmnd green moving,positive
q2 2009 profit tax amounted eur 136 mn eur 268 mn q2 2008,neutral
value kind order amount usually euro 2 3 million,neutral
cosmetic collection includes eye shadow face powder lip gloss mascara accessory,neutral
increase range vary 10 %,neutral
lsedeutsche boerse merger would signal end exchange megadeals,positive
operating profit continuing operation fell eur 483 mn eur 724 mn first half 2007,negative
company said focus resource clinical research,neutral
glaston 's net profit third quarter 2007 dropped 24 mln euro $ 35 mln 35 mln euro $ 51 mln corresponding period 2006,neutral
tekla structure 16 installation built according microsoft 's requirement window 7 certification company added,neutral
astrazeneca acquires z pharma $ 27 billion deal,positive
london marketwatch share price ended lower london monday rebound bank stock failed offset broader weakness ftse 100,neutral
kone share dropped 41 percent x20ac 43 u $ 5577 helsinki,negative
2007 huhtamaki continue invest organic growth,neutral
daily graphic newspaper october reported initiative embarked upon fidelity bank partner ghana post office across country offer financial service unbanked underbanked country,neutral
glaston 's glass processing unit tamglass glass processing manufacturer high quality safety glass product operating finland,neutral
share 14747084 held company number outstanding share voting right attached share amount thus 161256847,neutral
uk stock little changed near record barclays shell fall,negative
$ amrn got sell signal 7114 still force target 150,negative
mr mikko saavalainen head comptel 's global sale concludes gibtelecom provides perfect illustration variety business technical regulatory challenge operator facing os today,neutral
alexandria va oct 6 united state patent 7804288 issued sept 28 assigned vacon oyj vaasa finland,neutral
finnish food industry company hk ruokatalo atrium form joint venture company called lñnsikalkkuna produce turkey meat,positive
annual capacity 10000 mw,neutral
sp kept sell `` rating nordea ubs reaffirmed buy `` recommendation,neutral
operating profit excluding restructuring cost grew eur 445 million eur 317 million operating profit including restructuring cost showed even larger growth eur 385 million eur 74 million,positive
revenue july september grew 21 percent euro 23 billion finnish company said thursday,positive
operating profit rose eur 131 mn eur 87 mn corresponding period 2007 representing 77 % net sale,positive
$ kcg bot 224,positive
finland bank àland report operating profit fell eur 61 mn second quarter 2008 eur 75 mn second quarter 2007,negative
separate announcement helsinki stock exchange atrium revealed company 's third quarter profit declined eur13 9 third quarter last year eur12 7 year 's q3,neutral
finnish group anticipates sale gain eur42m tax expense,positive
operating loss pulp paper machinery unit eur 3mn september 2007 august 2008 compared profit eur 37 mn year earlier,negative
baltic country sale fell 402 % russia 232 % term euro 107 % term local currency,negative
companieskingfisher bid mr bricolage run trouble,negative
fair value change investment property eur 158 mn compared eur 229 mn third quarter 2009,neutral
company plan expand international market subsidiary distributor 2011 onwards,positive
investment would eur5m,neutral
according finnish insurance company tapiola local insurance group lñhivakuutus pohjola two fierce storm end july beginning august 2010 felled tree around finland speeded sale forest insurance,positive
$ gld httpstksco44ow closer inspection resistance 10 point north 200d downward trendline chart 2 2,negative
sweden agreement cover data communication service well,neutral
$ kep breaking market pull back httpstkscor0cet,positive
latest date registration 4 april 2006,neutral
mr skogster currently serf manager responsible abb oy 's system module low voltage drive,neutral
pretax profit totaled eur 90 mn eur 363 mn 2007,neutral
rationalization operation seek achieve eur 1 million yearly saving second quarter current financial year,positive
metso 's delivery include complete coated board line related air system two winder,neutral
reduction concluded autumn 2010,neutral
company also said board director proposed profit distribution eur0 92 per share,neutral
$ mpwr ceo sell 450k april 15thmeh,negative
please inform ir johanna koskinen participation later 20 april 10 telephone conference financial analyst investor conducted english begin 300 pm finnish time eet,neutral
bank forecast finland 's gdp grow 2 % 2010 2011,positive
$ hlf short made killing last couple day might make cover buy back,negative
adpnews aug 3 2009 finnish medium group ilkkayhtyma oyj hel ilk2s said today net profit fell 45 % year eur 59 million usd 84 first half 2009,negative
chief financial officer jim heindlmeyer said beyond oblivion advanced talk four major recording company service,neutral
addition production varpaisjâ rvi factory stopped beginning april 2009,negative
e 's building system service revenue eur 355 mln 2007,neutral
increase net sale due acquisition swedish silva produce garden tool boat,positive
budapest august 10 mti finnish electronics maker elcoteq lay 700 worker plant pecs hungary end september falling order communication director elcoteq 's local unit zoltan krippl told mti monday,neutral
product range includes marinated olive cold cut pate example,neutral
aldata noted voice supply chain technology approach enables vdw integrate warehouse management system,neutral
nasdaqlisted yahoo inc introduced new service enables malaysian take favorite internet content service mobile phone,positive
share 29659239 held company group company number outstanding share voting right attached share thus amount 322705218,neutral
srv also build aqua park wellness area restaurant multifunctional ice arena,neutral
$ p bull flag daily earnings table tomorrow 12 movewill straddle one earningslots vol guaranteed,positive
sainsbury sale slip price pressure take toll,negative
since association 's data cover sale figure 100 small local brewery sale imported beer product actual market share member smaller given report,neutral
deal line etteplan 's strategy operate partner global customer provide industrial technology design service,neutral
according hkscan finland plan increase jñrvisuomen portti 's net sale eur 80mn eur 100mn,positive
watch bancosthey 're holding relatively well compared broad market $ xlf $ bac $ g $ c large c buying $ bac backburner,positive
divested company part tietoenator 's business area government manufacturing retail,neutral
rosen cautious optimistic inregard second half year,neutral
seminar introduced modern clean technology product financial tool sponsorship program energy environment project well potential develop clean energy vietnam,positive
reporting period net sale rose 8 % yearonyear eur64 3 due business acquisition realized first half 200809 effect eur10 9 review period,positive
apartment yit home may purchased 5 region russia yit subsidiary carry activity moscow moscow region st petersburg ekaterinburg kazan rostovondon,neutral
$ bone earnings stock poised pop httpstksco2zwe,positive
finnish kci konecranes raised net sale growth estimate 2006 25 % 35 %,positive
spain 's caixabank launch new takeover bid banco bpi,positive
stock exchange announcement 20 july 2006 1 1 basware share subscription warrant increase share capital total 119 850 share subscribed basware warrant program,neutral
finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale eur 496 mn first quarter 2009 per cent smaller corresponding period 2008,negative
entertainment one dispels itv takeover rumour,positive
dividend payable annually shall deducted share subscription price,neutral
new product launch finland double 2005,positive
assignment strengthens poyry 's position international provider engineering project service chemical process industry,positive
customer come following country uk usa spain france italy germany china sweden norway netherlands austria belgium switzerland czech republic serbia finland canada russia ukraine portugal denmark ireland south korea estonia liechtenstein,neutral
alpina sport lebanon new hampshire usa based distributor eg alpina ski shoe ski exel ski pole start ski wax also peltonen crosscountry ski,neutral
cargotec germany gmbh awarded contract stadtverwaltung mainz chassis body open procedure,positive
reported operating margin negative 59 %,negative
purchase price disclosed,neutral
okmetic expects net sale first half 2009 less 2008,neutral
finnish pharmaceutical company orion 's net sale rose eur 190mn first quarter 2009 eur 180mn first quarter 2008,positive
company well positioned brazil uruguay,positive
upside move volatile mining sector sending anglo american plc $ aal 68 % 430 pm london time,positive
sale 14 per cent finland 27 per cent abroad sale lifted strong growth sale russia lithuania,neutral
$ fb 75 % bearish pattern considering bullish sentiment 's impressive bearish move httpstcotajf0ch2qh,negative
would increase estimated sale 117 million last year,positive
according seppñnen new technology umts900 solution network building cost onethird lower building 35 g network operating 2100 mhz frequency,positive
number one mean creating added value stakeholder everything,neutral
number offer received contract two,neutral
donation university annual general meeting authorized board director donate max,neutral
expects revenue $ 84 billion $ 87 billion compared analyst estimate $ 867 billion,neutral
lse get hong kong regulatory nod hk firm become lse member,positive
diameter protocol developed according standard ietf rfc 3588 ietf rfc 3539,neutral
underground parking facility also built basement floor,neutral
$ dish weakness continues 4943 area resistance last week,negative
fusioniq new positive timing signal $ sbux today httpstco9imlxz4yna please retweet signal,positive
representative body swedish meat approved improved offer finnish hk ruokatalo acquire company,positive
mreal 's sale expected increased 4 % yearonyear eur609m second quarter 2010,positive
weber convinced friend ray ostrom owned lake street sporting good store sell lure,neutral
$ aapl beaten hated etc hhhmm opposite 700 happens next,negative
significant challenger market logset samporosenlew,neutral
district court helsinki dismissed charge court first instance 2005,positive
teleste bk optiflex amplifier product used ongoing capacity upgrade kdg 's network bidirectionality,neutral
business unit investlesprom group cover full forest industry chain group owns forest sawmill paper pulp mill processing plant,neutral
previously company expected 2008 financial performance remain level 2008,neutral
insurer admiral blow hot cold aviva soar prefriends life merger,neutral
retail giant kingfisher report 'solid ' start year,positive
maximum amount termination finland 40 employee company added,neutral
$ tsla yeah let go 230s lol,negative
company 's scheduled traffic measured revenue passenger kilometre rpk grew 2 % nearly 3 % passenger carried scheduled flight february 2009,positive
validating fgvoip client symbian signed represents significant step forward accomplishing goal,positive
$ ebay ebay bay working couple daily dojis continue downside httpstcolgu0ybxeze,negative
royal mail get mixed bag ofcom postal regulation report,neutral
ragutis based lithuania 's secondlargest city kaunas boosted sale last year 223 per cent 364 million liter,positive
trade accordance agreement announced 26 march 2008,neutral
initial estimated total value contract 250 000 euro excluding vat,neutral
shell bg shareholder vote deal end january,neutral
completion acquisition poyry 's oil gas expertise cover multidiscipline engineering consulting service across complete oil gas asset lifecycle including deepwater engineering service,neutral
lietuvos respublikos sveikatos apsaugos ministerija awarded contract uab affecto lietuva `` financial system software package,positive
order worth eur 8mn,neutral
$ ibm staying strong,positive
$ crus upgraded buy alpha street research,positive
apple almost 20 % february low little fanfare $ aapl,positive
rio tinto swing loss drop dividend policy,negative
cision say sale return uk operation profitability,positive
isolationism another sell rating sell rating spy qqq iwm several company httpstcoj35fnnx744 $ aapl apple $ axp $ bac,negative
due rapid decrease net sale personnel reduction carried wider scale initially expected,negative
sale volume cocacola 's market share decreased 22 % 242 %,neutral
lt 's net profit whole 2010 dropped eur 36 million eur 45 million 2009,negative
order consists outsourced application management support planning tecnotree thirdparty application,neutral
group net sale third quarter 2007 totaled eur 1423 mn operating profit eur 43 mn,neutral
vaisala headquartered helsinki finland develops manufacture electronic measurement system meteorology environmental science traffic industry,neutral
$ spy look like bear trap getting laid faster cadbury creme egg easter bunny,positive
finnlines estimated annual general meeting 2008 financially tough year due large investment,neutral
furthermore company sell warehouse office building loudeac saint marcel lease new joint premise operation morvillars,neutral
sale midstrength beer decreased 40 %,neutral
abn 59 087 901 620 represent 510 % voting right share capital citycon oyj,neutral
company 120 employee annual sale approximately eur16m,neutral
according mreal 's ceo mikko helander transaction enable company proceed swiftly restructuring program,positive
$ baba may take day wks month watch happened $ fb $ twtr ipo mrkt need washout hunt well need 2 wait stalk,neutral
2008 deal likely bring saving eur 20mn25mn,positive
new delhi july 17 sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland developed novel marking method producing,neutral
international operation accounted 80 % net sale,neutral
financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement,positive
$ gild chart $ ibb back support httpstcogprz2ujfc4,positive
result negotiation employment 130 blue whitecollar employee oulu plant would terminated,neutral
operating loss amounted eur 07 mn compared profit eur 08 mn second quarter 2005,negative
order also includes extensive maintenance work shoe press delivered vaahto 2001,neutral
thanks internet consumer compare product previously finnish company competitive,neutral
operating profit totalled eur 58 mn loss eur 17 mn fourth quarter 2009,positive
real estate company posted net loss ó x201a ¼ 593 million ó x201a ¼ 021 per share compared net profit ó x201a ¼ 31 million ó x201a ¼ 011 per share corresponding quarter 2007,negative
earnings per share eps amounted loss eur0 38,negative
biggest seller chain 's supermarket finland organic pirkka tomato carrot egg meat product,neutral
$ aapl long 63091,positive
divestment raisio 's margarine business may 2009 gave company clearer focus grainbased product,positive
total value project valued sek 30bn eur 283 bn usd 381 bn,neutral
cgrantwsj think $ tsla bubble might go time long ppl love car might keep getting funding,positive
product manufactured finland also packed country,neutral
$ luv continues consolidate previous break area,positive
'm sure 's happening,neutral
adp news nov 18 2008 finnish ac drive manufacturer vacon oyj omx vac1v said today set new representative office romania ukraine serve growing market eastern southeastern europe,positive
nokia inaugurated manufacturing plant near chennai 11 mar 2006,neutral
scanfil issued profit warning 10 april 2006,neutral
contract includes design construction delivery equipment installation commissioning,neutral
fixedterm contract mr jarmo ukonaho current general manager incap 's indian operation finish end year,neutral
vnh generates annual net sale 5 mln eur employ 21 people,neutral
finland 's leading metal group outokumpu said fourthquarter net profit tripled back strong global demand stainless steel soaring base metal price proceeds sale technology unit,positive
$ amzn trailing 12 month operating cash flow rose 48 % $ 498 billion free cash flow decreased 63 % $ 388 million httpstkscoc06zg,neutral
posted turnover 45 mln euro $ 61 mln operating profit 15 mln euro $ 20 mln 2006,neutral
dismissed staff member take matter court unless settled outside,negative
linkedin revenue nearly 50 % httpstkscog1f4t $ lnkd,positive
lemminkñinen started manufacture roofing felt 1920 production asphalt 1930s,neutral
zao yit moskovia build housing moscow surrounding city,neutral
value deal exceeds eur500 000 company said,neutral
period 's sale dropped eur 306 million eur 383 million according interim report released today,negative
scanfil system supplier contract manufacturer communication sector give notice 20 productional employee temporarily lay 15 employee company 's plant sievi finland,neutral
repo rate gradually reach 2 % end 2010 according nordea 's economic outlook,neutral
symphony service provides development service aldata gold,neutral
license agreement nokia corp part expires april 9 2007,neutral
divested stake represented 27 share okmetic 's capital,neutral
$ aapl bounce right vol vol slid,positive
los angelesbased pacific office property trust acquires owns operates office property western u focusing initially market honolulu san diego los angeles phoenix,neutral
finland five largest brand control 90 % beer market,neutral
adanac molybdenum canada ordered grinding technology molybdenum project british columbia canada shalkiya zinc kazakhstan awarded contract grinding technology shalkiya zinclead project kazakhstan,positive
part transaction äñnekoski paper mill remained mreal 's ownership continued galerie art production sappi longterm contract,neutral
delivery due second half 2011,neutral
agreement valid four year,neutral
finnish shipping company finnlines grimaldi group report net sale decreased eur 2418 mn januaryjune 2009 eur 3840 mn corresponding period 2008,neutral
also strong asset electronic medium employing 18500 increase 9 percent last year,positive
many commercial vessel got stuck narrow bay bothnia ice thicker around aaland island,negative
venture 51 % owned kemira 49 % ivrcl operate inorganic coagulant manufacturing facility built vishakapatnam vizag state andhra pradesh kick operation second half 2011,neutral
seem enough hour day pekkarinen,neutral
aug 31 2009 gawker medium delivered newstex love fishing video game felt n't enough wackiness involved activision 's nasdaq atvi rapala fish might catch eye familyfun hook,neutral
cardona slowed vehicle turned around returned intersection called 911,neutral
manufacture cpps undertaken existing export oriented unit eou wartsila 's factory khopoli near mumbai,neutral
see 20 percent upside $ fb share,positive
januaryjune 2010 diluted loss per share stood eur0 3 versus eur0 1 first half 2009,neutral
chime communication set acquired wpp providence,positive
dixons carphone profit boost strong sale,positive
ev3 device involved action,neutral
capital expenditure energy efficiency unfortunately fallen along decline economy,negative
founded 1994 company us sixstep timefocused collaborative project approach improve financial institution ' revenue stream,neutral
agreement geosentric provide gypsiipowered hotel information reservation service visitor china including popular city beijing shanghai,positive
valga lihatoostus market product mak moorits trademark,neutral
finnish consumer packaging manufacturer huhtamaki oyj said swung net profit 841 mln euro $ 1056 mln first nine month 2006 net loss 26 mln euro $ 33 mln period 2005,positive
homebuilder $ ryl breaking support watch one $ spy,negative
besides increased share meat various sausage offering number new taste grill product shish kebab segment `` paavel said,positive
like $ breakout long well getting 100 200 could see run,positive
helsinki finland sept 18 2009 globe newswire ixonos plc expands company 's smartphone rd service establishes new nextgeneration smartphone design unit connection ixonos ' site jyvaeskylae,positive
$ axdx got bored took proprietary profit exit n't like option liquidity lousy spread,negative
also latvia act partner bakery customer production product development,neutral
total donation amount eur 1115000,neutral
facility used refinance citycon 's existing credit facility company said,neutral
finnish real estate company sponda oyj said april 11 2008 would build vuosaari harbour service center port helsinki,neutral
building home improvement trade sale decreased 63 % totalling eur 1541 mn,negative
's exactly happened recent weekday east baker brought remind resident easter tradition making wheat rice pie,neutral
company moved operating profit eur10 9 versus operating loss eur15 3 also turned eps eur0 08 versus loss per share eur0 04,positive
cost new ropax vessel 30 % lower present one,positive
deal also includes tenyear maintenance agreement,neutral
talvivaara mining company plc talvivaara mining lse talv finlandbased nickel mining business installed second production line metal recovery plant june 9 2010,neutral
transaction would increase earnings per share first quarter eur0 28,positive
market data analytics derived primary secondary research,neutral
$ iwm buy program popping $ iwm close print cheap money mean higher stock price $ spy robot buying,positive
cencorp would focus development manufacture marketing standard product production automation,neutral
crucially decision use etsi european telecommunication standard institute backed dvbh add growing list operator equipment manufacturer opting standard see global 20 january 2006 competing technology vie mobile tv,neutral
addition kone signed twoyear maintenance contract escalator,positive
size extension 185 % already let gross area 2830 sq 30460 sq ft,neutral
new location n't change wellmont store air transport service,neutral
potential client include public administration organization investing utility network service,neutral
steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand product customer find increasingly difficult fund operation,neutral
ea reng group posted sale approximately 84 million kroon 2007,neutral
barclays share price subdued bank face fresh forex probe,negative
market expect heineken sell hartwall whole part,neutral
addition tulikivi corporation also currently member board following company altia corporation jñrvisuomen portti osuuskunta osuuskunta kpy profile vehicle oy voimatel oy,neutral
total investment vantaa plant extension amount around 10 million euro okmetic 's share investment worth around 27 million,neutral
last year upm cut production closed mill finland slashed 700 job,negative
currently plant operates full capacity,neutral
walter investment management corp receives sell compass point $ wac httpstkscoc1ivx,negative
move carried transferring hkscan 's productionrelated property plant equipment well holding subsidiary associate company country hkscan finland,neutral
wo n't happen overnight,neutral
chief executive officer ollipekka kallasvuo 's change tuesday mark third time nine month company reshuffled executive operation nokia loses ground apple 's iphone rim 's blackberry,negative
deutsche bank cut $ sbux,negative
irish housebuilder cairn home plan london listing,positive
reward paid basis earning period 2011 correspond value maximum total 364000 componenta corporation share including also proportion paid cash,neutral
cramo 's manager jarmo laasanen said hiring equipment machinery lithuania differs baltic country lithuania still many public structure road bridge airport shop built,neutral
operating profit quarter apriljune 2006 amounted eur42 9 net sale eur156 3,neutral
$ slv po saying 2 year going lower forget go short,negative
paper company mreal calculated 100000 biscuit carton made using 25gsm lighter board co2 saved course 12 month would equal generated driving 1000 km car,neutral
company expects open first online shop u summer 2011,neutral
moscow metro wwwmosmetroru first metro system europe implement smart card together new type magnetic card 1998,neutral
small firm suffering moment likely money trouble `` added,negative
net sale revenue per passenger expected increase,positive
return capital employed roce negative 23 % compared 113 % 2007,neutral
indigo somoncom serve 377000 subscriber market share approximately 27 % may 2007,neutral
warmly welcome michael frei outotec,positive
itv share price group mull takeover canada 's entertainment one,positive
operating profit sixmonth period decreased eur111 9 sale increased eur1 275 compared corresponding period 2006,neutral
significant capital expenditure item global enterprise resource planning erp project product development production machine,neutral
kone said court paper union action delayed repair elevator federal courthouse jan 21 saltonstall state office building jan 23,neutral
3rd red day row $ tsla,negative
operating profit totalled eur 04 mn operating loss eur 08 mn yearonyear,positive
according finnish financial service group sampo 's ceo bjârn wahlroos danish danske bank 's acquisition sampo bank eur 4bn largest cash deal finland 's economic history,neutral
fsecure developer security solution service internet service provider mobile operator announced result annual online wellbeing survey,neutral
december alone member lithuanian brewer ' association sold total 203 million liter beer increase 19 percent sale 1992 million liter december 2004,positive
cocacola market leader manufacturer market share 369 % 22 % corresponding period 20042005,neutral
barclays plc lse barc nyse bcs credit agricole sa epa aca cagr,neutral
finnish componenta published new longterm strategy period 20112015 aim growing together customer,neutral
veneer plywood industry sweden quite small despite raw material resource,neutral
finnish metal product company componenta oyj hel cth1v said today net loss narrowed eur 500000 usd 680000 last quarter 2010 eur 53 million period year earlier,positive
viking pay eur 130 million new ship completed january 2008,neutral
rautaruukki aim find work group 's location made redundant,neutral
according company addition normal seasonal fluctuation market situation weakened autumn 2008,negative
according arokarhu purchase scanned cash register computer disappeared total sum key pressed,negative
name yet released,neutral
also bringing right kind people `` upgrade human resource,positive
kesko previously published stock exchange release concerning deal 7 february 2007,neutral
update 3exbarclays director accused u illegal tip plumber,negative
lg completes uk 's largest medically underwritten bulk pension risk deal,positive
lassila tikanoja 's operating profit excluding nonrecurring imputed item second quarter eur11 3 eur13 8 year ago,neutral
honkarakenne mainly export large luxury log house russia used onefamily house holiday home 70 % sale go moscow region 20 % st petersburg region remainder location,neutral
value deal disclosed,neutral
hkscan headquartered turku finland leading northern european food group 10000 employee nine country,neutral
$ tsla see downside next two week careful 20 dollar drop potential v 10 moved,negative
would invest physical infrastructure would also provide knowhow managing developing science technology park `` said sunrise valley director andrius bagdonas,positive
favourable currency rate also contributed higher net sale `` ceo kari kauniskangas said,positive
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation asset summary report essential source company data information,neutral
union company official return call yesterday,neutral
adp news finnish handling system provider cargotec oyj hel cgcbv announced friday order worth eur 10 million usd 132 deliver linkspans jordan morocco ireland,positive
german commerzbank ag 's hamburg branch u jp morgan nyse jpm participated arranger dutch ing am inga coarranger,neutral
global life science industry strictly regulated international national authority,neutral
tieto offer aktia good foundation required support service implementing update project ' say juha volotinen responsible aktia 's web service,positive
company build altogether 130 new substation end year,neutral
tiimari finnish retailer reported geenrated quarterly revenue totalling eur 13 mn 4th quarter 2009 eur 03 mn loss 2008,positive
resignation take effect immediately,neutral
work netapp included strategically repositioning brand category major global relaunch,neutral
financial detail available,neutral
following divestment fiskars 's outdoor unit comprise brand gerber silva buster focus multitools knife compass mobile lighting pedometer aluminium boat,neutral
cf2 pty ltd became substantial holder renison consolidated mine nl january 25 150 million share 79 pc,neutral
1411 cet arcelormittal lost 726 % eur 1738 euronext paris coming lead bluechip faller,negative
ogden reportedly shell $ 42 million,neutral
$ gale breakout coming soon,positive
august 2007 latvijas finieris ordered production line new green veneer mill built ukmerge central lithuania,neutral
foundry division report sale increased 97 % eur 631 mn eur 575 mn corresponding period 2006 sale machine shop division increased 164 % eur 412 mn eur 354 mn corresponding period 2006,positive
sp downgrade barclays rb government bailout fear,negative
finnish high technology provider vaahto group report net sale eur 418 mn accounting period september 2007 february 2008 increase 112 % year earlier,positive
$ bbry 1m6m trend turn bullish today resistance level $ 1131 httpstkscoj1qt6,positive
isolationism another sell rating sell rating spy qqq iwm several company httpstco6nkwecrba5 $ aapl $ axp $ bac $ blue $ fxe,negative
expanded company continue called newpage,neutral
company said sale three month end march slid eur86 4 u $ 1134 eur91 2 last year,neutral
finnish energy company fortum set new stricter target limit shortterm carbon dioxide emission heat electricity production,neutral
refining margin year $ 1339 bbl compared $ 1046 bbl prior year,positive
$ prgn bottom right,neutral
operating profit rose eur 135 mn eur 97 mn corresponding period 2006,positive
$ tsla weakest today dt watchlist,negative
tesla voluntary recall 2700 model x vehicle due back seat issue $ tsla httpstconpakc3u6gs,negative
manufacturing begin pietarsaari beginning year 2009 delivery take place october 2009,neutral
finnish electronics contract manufacturer scanfil report net sale eur 2412 mn 2006 eur 3216 mn 2005,neutral
customer access integrated propeller gear package one source,neutral
addon order contains among others control valve instrumentation well complete mill engineering electrification metso drive control,neutral
yit lodged counter claim neste oil totaling eur25m primarily based work carried contract additional cost incurred due prolongation project,negative
reduction implemented mainly course first half 2009,neutral
$ uvxy put chum key support next level careful,negative
inha work invested product development market research,neutral
tesco asda sale fall march discounter continues kantar,negative
first quarter expected line analyst ' forecast,neutral
omeo wwwomeose employ 55 expects net sale 23 mln euro $ 298 mln fiscal 20062007 ending april 30 2007,neutral
press conference lattelecom board chairman nil melngailis explained blackstone chosen experience sector well financial strength,positive
share represented 4998 % total share capital 214 % total voting right,neutral
mobile data transfer expected increase explosively lte era,neutral
finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit rose eur 241 million usd 336 third quarter 2010 eur 179 million year earlier,positive
$ ren bottoming good time buy,positive
addition kazakh delegation visit finland 's sitra investment fund honkarakenne ltd nokia headquarters study teliasonera ltd jsc 's activity,neutral
55 worker àmñl affected closedown,neutral
construction scheduled start apriljune 2007 completed early 2008,neutral
